Wort;Anzahl;bekannt 
intelligent;1;
intensive;1;
intensively;1;
intentionally;1;
interaction;1;
intercourse;1;
internationally;1;
interpersonal;1;
interprets;1;
interruption;1;
interviewing;1;
interviews;1;
interwoven;1;
introduced;1;
introducing;1;
intuit;1;
inventions;1;
investing;1;
inward;1;
irrepressible;1;
irresistibly;1;
irritate;1;
items;1;
ivory;1;
j;1;
jacket;1;
jealous;1;
jerking;1;
jerks;1;
jewish;1;
jilted;1;
johnson;1;
joined;1;
joining;1;
jolt;1;
jose;1;
jot;1;
journals;1;
jousting;1;
joyfully;1;
joyous;1;
juice;1;
juicy;1;
jumped;1;
jumping;1;
jungle;1;
jungles;1;
kayaking;1;
kept;1;
keyboard;1;
keys;1;
kick;1;
kidding;1;
kill;1;
kindergarten;1;
kingdom;1;
kissed;1;
knees;1;
knickknacks;1;
knowledgeable;1;
lackluster;1;
lake;1;
laments;1;
land;1;
landscape;1;
languages;1;
lap;1;
largely;1;
lasted;1;
lasting;1;
lately;1;
laughed;1;
laundry;1;
lavish;1;
lawn;1;
lawyers;1;
leaders;1;
leads;1;
league;1;
leaked;1;
leaking;1;
lean;1;
leap;1;
legal;1;
legislation;1;
legitimate;1;
lei;1;
lent;1;
lessen;1;
lesson;1;
lexington;1;
liability;1;
liable;1;
liaisons;1;
liberates;1;
liberating;1;
liberty;1;
library;1;
lick;1;
licks;1;
lifeless;1;
lifelike;1;
lifted;1;
lifter;1;
lifts;1;
lightest;1;
lights;1;
liked;1;
limit;1;
limiting;1;
limitless;1;
limp;1;
linger;1;
lint;1;
listened;1;
listener;1;
listens;1;
lit;1;
literature;1;
lithe;1;
littered;1;
livingness;1;
local;1;
locker;1;
locomotive;1;
logos;1;
loins;1;
loneliness;1;
lonely;1;
longing;1;
longtime;1;
lopsided;1;
lorrie;1;
loser;1;
lotion;1;
lovable;1;
lower;1;
loyal;1;
lubricated;1;
lubrication;1;
luck;1;
luminous;1;
lunch;1;
lungs;1;
lurks;1;
luster;1;
luxuriating;1;
machine;1;
machines;1;
magazine;1;
magazines;1;
magnetically;1;
magnetism;1;
magnetizing;1;
magnitude;1;
majesty;1;
manage;1;
managing;1;
mangos;1;
manicures;1;
manipulating;1;
manipulation;1;
manipulative;1;
marigolds;1;
mark;1;
marked;1;
markets;1;
marks;1;
massages;1;
mastered;1;
masters;1;
masturbate;1;
mathematics;1;
mattress;1;
meadow;1;
meaningful;1;
meantime;1;
meanwhile;1;
mechanic;1;
mediocrity;1;
meditative;1;
medium;1;
meetings;1;
meets;1;
mega;1;
melts;1;
membrane;1;
memorable;1;
memories;1;
mention;1;
mercedes;1;
merging;1;
messy;1;
mice;1;
microscope;1;
midair;1;
mightily;1;
mile;1;
miles;1;
million;1;
minded;1;
mindless;1;
minimizing;1;
ministrations;1;
minute;1;
miracle;1;
miserable;1;
misplaced;1;
mistress;1;
mistrusted;1;
misunderstand;1;
mixed;1;
mixing;1;
mixture;1;
moaned;1;
mobile;1;
mobility;1;
moist;1;
moistened;1;
moisturizing;1;
mon;1;
monday;1;
monkish;1;
monks;1;
monogamous;1;
moody;1;
moon;1;
moping;1;
moreover;1;
mothers;1;
motionless;1;
motions;1;
motivated;1;
motivates;1;
motives;1;
mountainside;1;
mouths;1;
mover;1;
mow;1;
murders;1;
muscle;1;
muscular;1;
museum;1;
museums;1;
musician;1;
mustard;1;
mutilation;1;
mutuality;1;
mysteriously;1;
namely;1;
naught;1;
navel;1;
navigable;1;
neat;1;
necessitated;1;
necessitates;1;
necessity;1;
neediness;1;
negated;1;
neglected;1;
negotiate;1;
negotiated;1;
nervous;1;
ness;1;
neuroscience;1;
neutering;1;
neutralize;1;
neutralizes;1;
nevertheless;1;
newest;1;
news;1;
nibble;1;
nipping;1;
nipple;1;
nonchalant;1;
note;1;
notes;1;
nothingness;1;
notions;1;
nourish;1;
nowhere;1;
nubile;1;
nudge;1;
nudging;1;
numbing;1;
numbness;1;
numbs;1;
numerous;1;
nurtured;1;
obedience;1;
obeying;1;
obliterated;1;
oblivious;1;
obscured;1;
obscuring;1;
observation;1;
observing;1;
obsessed;1;
obsessive;1;
obstinate;1;
obtain;1;
occasions;1;
occupy;1;
occupying;1;
occurring;1;
oceanic;1;
offended;1;
offensive;1;
offerings;1;
offices;1;
oftentimes;1;
oh;1;
oiled;1;
operated;1;
operating;1;
opposed;1;
opted;1;
options;1;
orange;1;
orbit;1;
orbiting;1;
ordeal;1;
ordinary;1;
organisms;1;
organizational;1;
organize;1;
orgasmic;1;
orgasmically;1;
origin;1;
original;1;
originally;1;
otherworldly;1;
ours;1;
outcomes;1;
outgrow;1;
outraged;1;
outshines;1;
overeats;1;
overemphasize;1;
overflow;1;
overhead;1;
overlap;1;
overly;1;
overpaid;1;
overpowered;1;
overpowering;1;
overvalue;1;
owe;1;
owning;1;
p;1;
paddle;1;
pages;1;
pains;1;
paints;1;
pales;1;
paradise;1;
paramount;1;
paris;1;
park;1;
participating;1;
participation;1;
particularities;1;
parties;1;
parts;1;
passageways;1;
passed;1;
passing;1;
patrons;1;
pay;1;
paying;1;
payments;1;
peaceful;1;
peak;1;
peaked;1;
pencil;1;
penetrable;1;
penetrate;1;
penetrated;1;
penetrates;1;
peoplehood;1;
perceives;1;
perceptions;1;
perform;1;
performance;1;
periodically;1;
permanent;1;
permanently;1;
permission;1;
persevering;1;
persisting;1;
persists;1;
personify;1;
pervasiveness;1;
peter;1;
peters;1;
petersburg;1;
pets;1;
petty;1;
phase;1;
phases;1;
philosophers;1;
photo;1;
photocopying;1;
photos;1;
phrases;1;
physiological;1;
pie;1;
pierce;1;
pill;1;
pin;1;
pinhole;1;
pink;1;
pinned;1;
pitched;1;
plagues;1;
plane;1;
planning;1;
planted;1;
plate;1;
plateaus;1;
players;1;
playmates;1;
plea;1;
plead;1;
pleading;1;
pleasant;1;
pleasing;1;
pleasurably;1;
pleasured;1;
pleasures;1;
pleasuring;1;
plenty;1;
plexus;1;
plunge;1;
pocket;1;
pointedness;1;
poker;1;
polarization;1;
polarizes;1;
police;1;
policy;1;
politically;1;
polygamous;1;
polytechnique;1;
pools;1;
popped;1;
popularity;1;
population;1;
porch;1;
pores;1;
portion;1;
posing;1;
positions;1;
posture;1;
pot;1;
pothead;1;
pounce;1;
pour;1;
pouring;1;
powdery;1;
practitioner;1;
praised;1;
prayer;1;
pre;1;
precede;1;
predator;1;
predefined;1;
preferred;1;
preferring;1;
preliminary;1;
prenuptial;1;
preoccupied;1;
prepares;1;
preparing;1;
prerequisites;1;
presented;1;
presenting;1;
presently;1;
presents;1;
preserve;1;
press;1;
pressed;1;
presumed;1;
presumption;1;
prevalent;1;
preventing;1;
previously;1;
prince;1;
printed;1;
prioritize;1;
prissy;1;
privacy;1;
probes;1;
problematic;1;
proceeds;1;
procrastinating;1;
prod;1;
productive;1;
profession;1;
professor;1;
profit;1;
profoundly;1;
programmers;1;
progress;1;
progresses;1;
progression;1;
projected;1;
promise;1;
promised;1;
proof;1;
propagation;1;
propelled;1;
proportion;1;
propose;1;
protector;1;
proud;1;
prove;1;
provided;1;
prowess;1;
psychobiology;1;
psychologically;1;
psychotherapist;1;
published;1;
pulsing;1;
pumped;1;
pumping;1;
punch;1;
purchasing;1;
purify;1;
purr;1;
pushed;1;
pussycat;1;
quantum;1;
quart;1;
queasy;1;
questing;1;
quests;1;
quick;1;
quietly;1;
quitting;1;
r;1;
radio;1;
rag;1;
rain;1;
rams;1;
ranging;1;
rapport;1;
raring;1;
rational;1;
rationalize;1;
rationally;1;
ravenous;1;
ravisher;1;
reabsorbs;1;
reaching;1;
react;1;
reacting;1;
reactions;1;
read;1;
readily;1;
reads;1;
realigned;1;
realms;1;
reap;1;
rear;1;
recently;1;
reclaimed;1;
reclamation;1;
recoil;1;
recommends;1;
recording;1;
recounting;1;
recovers;1;
recreation;1;
recurring;1;
rediscovering;1;
reducing;1;
referred;1;
reflection;1;
reflections;1;
refresh;1;
refreshment;1;
refused;1;
refusing;1;
regime;1;
registers;1;
regressive;1;
reigned;1;
reject;1;
rejuvenative;1;
relating;1;
relationally;1;
relaxedness;1;
relearning;1;
reliance;1;
relieved;1;
religious;1;
relinquishing;1;
reluctantly;1;
rely;1;
relying;1;
reminding;1;
remote;1;
remove;1;
renaissance;1;
rending;1;
renovating;1;
rent;1;
renée;1;
repeated;1;
repeatedly;1;
repelled;1;
repelling;1;
replace;1;
repolarize;1;
report;1;
reported;1;
represent;1;
represents;1;
reproduced;1;
repulsive;1;
requests;1;
require;1;
residential;1;
resigning;1;
resigns;1;
resistive;1;
resolve;1;
resolves;1;
resonate;1;
resonates;1;
resounds;1;
respectful;1;
responded;1;
responsive;1;
responsively;1;
responsiveness;1;
restaurants;1;
restore;1;
restrained;1;
restraining;1;
rests;1;
resulted;1;
resulting;1;
resumes;1;
retain;1;
retard;1;
retreats;1;
retrieval;1;
returned;1;
returning;1;
returns;1;
rev;1;
revealing;1;
reversed;1;
revised;1;
revolve;1;
revolves;1;
rewards;1;
rewrote;1;
rhythms;1;
ridiculous;1;
rightfully;1;
rights;1;
ring;1;
ripe;1;
ripples;1;
rise;1;
rite;1;
ritualized;1;
rituals;1;
riveted;1;
rock;1;
rocks;1;
rocky;1;
roots;1;
rose;1;
roses;1;
rough;1;
roundabouts;1;
rub;1;
ruin;1;
rule;1;
rushes;1;
rushing;1;
sac;1;
sacrifices;1;
sacs;1;
sadness;1;
saggy;1;
sailor;1;
salons;1;
sannyasins;1;
santa;1;
sapped;1;
savage;1;
savoring;1;
savors;1;
scenario;1;
scent;1;
scheduled;1;
schedules;1;
scheme;1;
schmooze;1;
scientist;1;
scientists;1;
score;1;
scoring;1;
scratching;1;
screw;1;
scriptures;1;
sculpting;1;
sea;1;
sealed;1;
seashells;1;
seashore;1;
seat;1;
seconds;1;
seductress;1;
seeming;1;
seemingly;1;
select;1;
selection;1;
selections;1;
sell;1;
selves;1;
send;1;
sensed;1;
sensitively;1;
sensuously;1;
sentence;1;
sentimental;1;
sequestered;1;
serene;1;
session;1;
set;1;
setting;1;
settled;1;
settling;1;
sexed;1;
sexes;1;
shackled;1;
shade;1;
shades;1;
shadow;1;
shallow;1;
shallowness;1;
shapes;1;
sharply;1;
shelf;1;
shepherd;1;
ship;1;
shirk;1;
shivering;1;
shocked;1;
shoulds;1;
shouting;1;
shoving;1;
showered;1;
shred;1;
shriek;1;
shriveled;1;
sick;1;
sidedly;1;
sidedness;1;
sides;1;
sigh;1;
sighed;1;
sights;1;
signals;1;
significant;1;
silences;1;
silky;1;
simplest;1;
simultaneous;1;
simultaneously;1;
sing;1;
singular;1;
singularity;1;
singularly;1;
sink;1;
sip;1;
sips;1;
sisterhood;1;
skier;1;
skiers;1;
skiing;1;
skillful;1;
skirt;1;
skydiving;1;
skyscraper;1;
skyscrapers;1;
skyscraping;1;
slack;1;
slain;1;
slamming;1;
slapping;1;
slaves;1;
slaveship;1;
slide;1;
slides;1;
slightest;1;
slightly;1;
slip;1;
slippery;1;
slipping;1;
slips;1;
slob;1;
slogans;1;
slope;1;
slopes;1;
slumped;1;
smart;1;
smelling;1;
smells;1;
smiles;1;
smoke;1;
smokes;1;
smoothes;1;
snake;1;
sniff;1;
snoring;1;
snowy;1;
snuggling;1;
soaping;1;
socialize;1;
society;1;
softly;1;
software;1;
soil;1;
solar;1;
sold;1;
soldiers;1;
solitary;1;
someday;1;
sometime;1;
sooner;1;
soothed;1;
soothes;1;
soothing;1;
sophisticated;1;
sorry;1;
soul;1;
spa;1;
spaciousness;1;
spans;1;
spare;1;
spark;1;
sparkling;1;
spas;1;
spasms;1;
spastic;1;
specialness;1;
speckled;1;
speeding;1;
spell;1;
spews;1;
sphere;1;
spill;1;
spin;1;
spineless;1;
spirituality;1;
splash;1;
splashing;1;
splendor;1;
spoken;1;
spontaneity;1;
sport;1;
sports;1;
spots;1;
spring;1;
springing;1;
spurred;1;
squeeze;1;
squeezes;1;
squelch;1;
squint;1;
st;1;
stabs;1;
stake;1;
stale;1;
stalking;1;
standards;1;
standstill;1;
stark;1;
stars;1;
startling;1;
starvation;1;
starve;1;
statement;1;
stating;1;
status;1;
staunchly;1;
stayed;1;
steam;1;
stems;1;
steps;1;
stereotypical;1;
sterile;1;
sticks;1;
stimulated;1;
stimulating;1;
stockbrokers;1;
stoic;1;
stopping;1;
stops;1;
stored;1;
stories;1;
storm;1;
storming;1;
stove;1;
strategic;1;
strategies;1;
strengthened;1;
stressful;1;
strict;1;
strides;1;
strike;1;
strive;1;
striving;1;
stroke;1;
strokes;1;
stubborn;1;
students;1;
studio;1;
studios;1;
studying;1;
stuffed;1;
stung;1;
stunned;1;
stupid;1;
styling;1;
subduing;1;
subjugating;1;
submerge;1;
subordinates;1;
substitutions;1;
succeeds;1;
succumbing;1;
succumbs;1;
suck;1;
sucked;1;
suds;1;
suggest;1;
super;1;
superiorities;1;
supposedly;1;
suppressing;1;
supreme;1;
surely;1;
surety;1;
surfaces;1;
surfers;1;
surfs;1;
surprise;1;
surprisingly;1;
surrounding;1;
surrounds;1;
swamis;1;
swayed;1;
swears;1;
sweetly;1;
sweetness;1;
swerved;1;
swim;1;
swirl;1;
swooning;1;
swoons;1;
swooping;1;
symptom;1;
symptoms;1;
synchronized;1;
system;1;
tables;1;
talked;1;
talks;1;
tangibly;1;
tangled;1;
tantra;1;
tape;1;
tapers;1;
tasks;1;
tasting;1;
tear;1;
teasing;1;
tech;1;
techniques;1;
tedious;1;
teenagers;1;
tempers;1;
tending;1;
tensions;1;
tepid;1;
terrified;1;
terror;1;
tested;1;
thankfully;1;
thanks;1;
theater;1;
theirs;1;
theme;1;
theoretical;1;
therein;1;
thighs;1;
thins;1;
thomas;1;
thorough;1;
thoroughly;1;
thrill;1;
throat;1;
throes;1;
throw;1;
thrown;1;
tibet;1;
tickles;1;
tidy;1;
tightness;1;
timeless;1;
toes;1;
toilet;1;
tolerate;1;
tool;1;
top;1;
topic;1;
torn;1;
torso;1;
torsos;1;
touchdown;1;
towering;1;
traceable;1;
tracked;1;
tracks;1;
trade;1;
traded;1;
trademarks;1;
traditionally;1;
traditions;1;
trail;1;
trailing;1;
training;1;
trainings;1;
transformations;1;
transformative;1;
transformed;1;
transitioning;1;
translate;1;
transmitter;1;
traps;1;
trash;1;
travel;1;
traveled;1;
travels;1;
treating;1;
treats;1;
trend;1;
trespass;1;
trial;1;
triggered;1;
trips;1;
tropics;1;
trunks;1;
trustful;1;
truths;1;
tryst;1;
ts;1;
tulip;1;
tulips;1;
tuned;1;
twinkling;1;
umbrella;1;
unabashedly;1;
unacceptable;1;
unacknowledged;1;
unanimously;1;
unarmored;1;
unattracted;1;
unattractive;1;
unavailable;1;
unbalanced;1;
unboundedly;1;
unbridled;1;
unburdened;1;
unburdens;1;
uncanny;1;
uncertain;1;
unclarity;1;
unclinging;1;
uncommitment;1;
uncommitted;1;
uncompleted;1;
uncomplicated;1;
undefined;1;
underdeveloped;1;
undergoes;1;
underlying;1;
underpaid;1;
understandably;1;
undervalued;1;
undeveloped;1;
undisturbed;1;
undividedly;1;
undulating;1;
unease;1;
unexpressed;1;
unfair;1;
unfairly;1;
unfathomable;1;
unfeeling;1;
unfettered;1;
unfold;1;
unfulfillment;1;
ungraspable;1;
unguarding;1;
unified;1;
uninitiated;1;
uninvited;1;
uninvolved;1;
unknowingly;1;
unknown;1;
unlock;1;
unloving;1;
unlovingness;1;
unmediated;1;
unmoving;1;
unpaid;1;
unplanned;1;
unpleasant;1;
unpredictability;1;
unprotected;1;
unreasonable;1;
unrehearsed;1;
unrelaxed;1;
unresolved;1;
unrested;1;
unrestrained;1;
unsafe;1;
unshakable;1;
unstoppable;1;
unstriving;1;
unsure;1;
untamable;1;
untangle;1;
unthreatened;1;
untrap;1;
untrapped;1;
unwavering;1;
unwillingness;1;
unwittingly;1;
upcoming;1;
upwardly;1;
urges;1;
useless;1;
uterine;1;
utopia;1;
vacant;1;
vacationing;1;
vacations;1;
vacuum;1;
vaginal;1;
valleys;1;
veer;1;
veers;1;
vehicle;1;
veins;1;
vendors;1;
vertical;1;
vibrancy;1;
vibrant;1;
vicinity;1;
victoriously;1;
video;1;
violated;1;
violin;1;
virtual;1;
vistas;1;
visualize;1;
vitality;1;
vivid;1;
vividly;1;
vocation;1;
voices;1;
volcanoes;1;
volk;1;
voluntary;1;
vows;1;
vulnerably;1;
w;1;
waif;1;
waited;1;
waits;1;
waking;1;
wall;1;
wander;1;
wanders;1;
wardrobe;1;
warmly;1;
warring;1;
wars;1;
wary;1;
wash;1;
washed;1;
watches;1;
watery;1;
wavering;1;
waving;1;
waxing;1;
weakening;1;
weavings;1;
wedding;1;
wednesday;1;
weeds;1;
weekend;1;
weekends;1;
welcome;1;
welcomes;1;
wet;1;
whales;1;
wheel;1;
whereupon;1;
whimper;1;
whims;1;
whisk;1;
whisper;1;
whizzes;1;
whoever;1;
wholly;1;
widely;1;
widen;1;
wields;1;
wilderness;1;
wildness;1;
willingness;1;
wimpy;1;
wings;1;
winner;1;
wistfully;1;
withdrawal;1;
wither;1;
withering;1;
withheld;1;
withholds;1;
witnesses;1;
womanly;1;
wondered;1;
workable;1;
workings;1;
worn;1;
worrying;1;
worship;1;
worshiping;1;
worships;1;
worst;1;
worthlessness;1;
wrapped;1;
wrapping;1;
wrestle;1;
wrinkles;1;
wristwatch;1;
writhed;1;
writhing;1;
written;1;
x;1;
yard;1;
yelling;1;
yells;1;
yielded;1;
youthful;1;
zags;1;
zen;1;
zig;1;
